Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	10q25.2	10	114758349	TCF7L2	TCF7L2			6934			rs7903146-T	rs7903146	0	7903146	intron	1	0.04	8E-12	11.09691001300806		   1.54	[1.36-1.74] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	11p15.4	11	2839751	KCNQ1	KCNQ1			3784			rs2237892-C	rs2237892	0	2237892	intron	1	0.59	1E-26	26		   1.33	[1.27-1.41] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	9p21.3	9	22132076	CDKN2A, CDKN2B	UBA52P6 - DMRTA1	100130239	63951		      119.54	      314.76	rs2383208-A	rs2383208	0	2383208	Intergenic	2	0.55	2E-29	28.69897000433602		   1.34	[1.27-1.41] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	6p22.3	6	20657564	CDKAL1	CDKAL1			54901			rs4712523-G	rs4712523	0	4712523	intron	1	0.41	7E-20	19.15490195998574		   1.27	[1.21-1.33] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	3q27.2	3	185511687	IGF2BP2	IGF2BP2			10644			rs4402960-T	rs4402960	0	4402960	intron	1	0.31	1E-6	5.999999999999999		   1.14	[1.08-1.21] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	10q23.33	10	94462882	HHEX	HHEX - EXOC6	3087	54536		        7.47	      131.59	rs1111875-C	rs1111875	0	1111875	Intergenic	2	0.28	7E-12	11.15490195998574		   1.21	[1.15-1.28] 	Illumina [482,625]	N
05/07/2009	19401414	Takeuchi F	04/29/2009	Diabetes	http://www.ncbi.nlm.nih.gov/pubmed/19401414?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Confirmation of multiple risk Loci and genetic impacts by a genome-wide association study of type 2 diabetes in the Japanese population.	Type 2 diabetes	519 Japanese cases, 503 Japanese controls	5,629 Japanese cases, 7,370 Japanese controls	8q24.11	8	118184783	SLC30A8	SLC30A8			169026			rs13266634-C	rs13266634	0	13266634	cds-synon	1	0.57	2E-14	13.69897000433602		   1.22	[1.16-1.28] 	Illumina [482,625]	N
05/11/2009	19404256	Wang K	04/28/2009	Nature	http://www.ncbi.nlm.nih.gov/pubmed/19404256?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Common genetic variants on 5p14.1 associate with autism spectrum disorders.	Autism	3,101 family members, 1,204 cases, 6,491 controls	1,390 family members, 108 cases, 540 controls	5p14.1	5	25967703	CDH10,CDH9	MSNL1 - CDH9	4479	1007		       54.32	      913.01	rs4307059-T	rs4307059	0	4307059	Intergenic	2	0.61	2E-10	9.698970004336017		   1.19	[NR] 	Illumina [474,019]	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	7q31.31	7	121033121	FAM3C	FAM3C			10447			rs7776725-C	rs7776725	0	7776725	intron	1	0.13	2E-6	5.698970004336018	(BD-TT)	NR	NR	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	6q22.31	6	122158270	LOC644502	RPL23AP48 - HSF2	728567	3298		      156.67	      562.43	rs12110693-A	rs12110693	0	12110693	Intergenic	2	0.49	2E-9	8.698970004336019	(pulse rate)	    .66	[0.45-0.87] beats per minute increase	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	7q31.31	7	121033121	FAM3C	FAM3C			10447			rs7776725-C	rs7776725	0	7776725	intron	1	0.13	1E-11	11	(BD-RT)	NR	NR	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	12q24.13	12	112645401	C12orf51	C12orf51			283450			rs2074356-T	rs2074356	0	2074356	intron	1	0.15	8E-12	11.09691001300806	(waist-hip ratio)	    .01	[0.004-0.008] decrease	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	1q32.2	1	208024820	CD46, LOC148696	C1orf132			100128537			rs12731740-T	rs12731740	0	12731740		1	0.10	3E-9	8.522878745280337	(pulse rate)	   1.09	[0.72-1.44] beats per minute increase	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	12q21.33	12	90060586	ATP2B1	ATP2B1 - MRPL2P1	490	347894		       10.74	       86.10	rs17249754-A	rs17249754	0	17249754	Intergenic	2	0.37	3E-6	5.522878745280337	(DBP)	    .63	[0.37-0.89] mm Hg decrease	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	12q21.33	12	90060586	ATP2B1	ATP2B1 - MRPL2P1	490	347894		       10.74	       86.10	rs17249754-A	rs17249754	0	17249754	Intergenic	2	0.37	1E-7	7	(SBP)	   1.06	[0.67-1.45] mm Hg decrease	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Biomedical quantitative traits	8,842 Korean individuals	7,861 Korean individuals	16q12.2	16	53820527	FTO	FTO			79068			rs9939609-A	rs9939609	0	9939609	intron	1	0.13	2E-7	6.698970004336019	(BMI)	    .24	[0.14-0.32] kg/m2 increase	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	8,842 Korean individuals	7,861 Korean individuals	8q12.1	8	57100791	PLAG1	PLAG1			5324			rs13273123-G	rs13273123	0	13273123	intron	1	0.07	1E-9	8.999999999999998		    .71	[0.48-0.94] cm decrease	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	8,842 Korean individuals	7,861 Korean individuals	2p16.1	2	56111309	EFEMP1	EFEMP1			2202			rs3791675-G	rs3791675	0	3791675	intron	1	0.22	2E-9	8.698970004336019		    .42	[0.28-0.56] cm increase	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	8,842 Korean individuals	7,861 Korean individuals	3q23	3	141143430	ZBTB38	ZBTB38			253461			rs10513137-A	rs10513137	0	10513137	intron	1	0.26	6E-12	11.22184874961635		    .46	[0.33-0.59] cm increase	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	8,842 Korean individuals	7,861 Korean individuals	1p12	1	118868405	Intergenic	SPAG17 - TBX15	200162	6913		      140.56	      557.26	rs17038182-C	rs17038182	0	17038182	Intergenic	2	0.42	5E-7	6.30102999566398		    .30	[0.18-0.42] cm decrease	Affymetrix [2,156,535] (imputed)	N
05/05/2009	19396169	Cho YS	04/26/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19396169?ordinalpos=2&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A large-scale genome-wide association study of Asian populations uncovers genetic factors influencing eight quantitative traits.	Height	8,842 Korean individuals	7,861 Korean individuals	6p21.31	6	34238514	HMGA1	RPL35P2 - NUDT3	646766	11165		        7.01	       17.48	rs6918981-G	rs6918981	0	6918981	Intergenic	2	0.21	3E-8	7.522878745280337		    .40	[0.26-0.54] cm increase	Affymetrix [2,156,535] (imputed)	N
04/23/2009	19369658	Ikram MA	04/15/2009	N Engl J Med	http://www.ncbi.nlm.nih.gov/pubmed/19369658?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genomewide association studies of stroke.	Stroke	19,602 Caucasian individuals	3,004 African American individuals, 652 Caucasian cases, 3,613 Caucasian controls	12p13.33	12	783484	NINJ2	NINJ2 - WNK1	4815	65125		       10.73	       78.74	rs12425791-A	rs12425791	0	12425791	Intergenic	2	0.19	1E-9	8.999999999999998	(ischemic stroke)	   1.29	[1.19-1.41] 	Affymetrix & Illumina [2,194,468]	N
04/22/2009	19367585	Poduslo SE	04/14/2009	Am J Med Genet B Neuropsychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/19367585?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A genome screen of successful aging without cognitive decline identifies LRP1B by haplotype analysis.	Aging	89 cases, 227 controls	NR	2q22.1	2	141721142	LRP1B	LRP1B			53353			rs12474609-?	rs12474609	0	12474609	intron	1	NR	6E-9	8.221848749616356		NR	NR	Affymetrix [469,218]	N
05/05/2009	19359809	Hiura Y	04/10/2009	Circ J	http://www.ncbi.nlm.nih.gov/pubmed/19359809?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Identification of genetic markers associated with high-density lipoprotein-cholesterol by genome-wide screening in a Japanese population: the Suita study.	HDL cholesterol	900 Japanese individuals	1,810 Japanese individuals	16q13	16	56993324	CETP	HERPUD1 - CETP	9709	1071		       15.53	        2.51	rs3764261-A	rs3764261	0	3764261	Intergenic	2	0.20	3E-12	11.52287874528034		   6.20	 mg/dl increase	Illumina [368,274]	N
04/22/2009	19359265	Mangino M	04/08/2009	J Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/19359265?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A genome-wide association study identifies a novel locus on chromosome 18q12.2 influencing white cell telomere length.	Telomere length	1,625 women	1,165 individuals	18q12.2	18	35214006	BRUNOL4, PIKC3C	CELF4 - RPL12P40	56853	646898		       68.01	       38.65	rs2162440-G	rs2162440	0	2162440	Intergenic	2	NR	3E-6	5.522878745280337		 106.00	[62.88-149.12] base pairs shorter	Illumina [~314,075]	N
04/14/2009	19349984	Esparza-Gordillo J	04/06/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19349984?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A common variant on chromosome 11q13 is associated with atopic dermatitis.	Atopic dermatitis	939 cases, 975 controls, 1,097 family members	2,637 cases, 3,957 controls	11q13.5	11	76301316	C11orf30	C11orf30 - LRRC32	56946	2615		       38.73	       67.25	rs7927894-A	rs7927894	0	7927894	Intergenic	2	0.36	8E-10	9.096910013008054		   1.22	[1.15-1.30] 	Affymetrix [342,303]	N
04/16/2009	19349983	Kamatani Y	04/06/2009	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19349983?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A genome-wide association study identifies variants in the HLA-DP locus associated with chronic hepatitis B in Asians.	Hepatitis B	179 Japanese cases, 934 Japanese controls	1,599 Japanese cases, 2,821 Japanese controls, 308 Thai cases, 546 Thai controls	6p21.32	6	33054861	HLA-DPB1	HLA-DPB1			3115;100510212			rs9277535-G	rs9277535	0	9277535	UTR-3;UTR-3	1	NR	6E-39	38.22184874961635		   1.75	[1.61-1.92] 	Illumina [499,544]	N
05/11/2009	19403135	Yamada Y	04/05/2009	Atherosclerosis	http://www.ncbi.nlm.nih.gov/pubmed/19403135?ordinalpos=3&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Identification of CELSR1 as a susceptibility gene for ischemic stroke in Japanese individuals by a genome-wide association study.	Ischemic stroke	131 cases, 135 controls	776 cases, 5,205 controls	NR			NR	 - 						NR	NR					NR	NS		NS	NR	NR	Affymetrix [~520,000]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	6q24.1	6	142679572	GPR126	GPR126			57211			rs6570507-?	rs6570507	0	6570507	intron	1	0.42	4E-11	10.39794000867204		    .08	[0.06-0.10] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	12q14.3	12	66359752	HMGA2	HMGA2			8091			rs8756-?	rs8756	0	8756	UTR-3	1	0.17	5E-14	13.30102999566398		    .08	[0.06-0.10] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	3q23	3	141102833	ZBTB38	ZBTB38			253461			rs6763931-?	rs6763931	0	6763931	intron	1	0.35	3E-12	11.52287874528034		    .07	[0.05-0.09] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	4q21.21	4	82149831	PRKG2	PRKG2 - RASGEF1B	5593	153020		       23.62	      198.39	rs710841-?	rs710841	0	710841	Intergenic	2	0.12	2E-8	7.698970004336018		    .07	[0.04-0.10] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	5p13.3	5	32888818	NPR3	C5orf23 - RPS8P8	79614	728553		       97.00	      273.44	rs10472828-?	rs10472828	0	10472828	Intergenic	2	0.26	3E-7	6.522878745280337		    .06	[0.04-0.08] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	6p22.2	6	26233387	HIST1H1D	HIST1H3E - HIST1H1D	8353	3007		        7.54	        1.05	rs10946808-?	rs10946808	0	10946808	Intergenic	2	0.43	6E-12	11.22184874961635		    .07	[0.04-0.10] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	7p15.1	7	28185091	JAZF1	JAZF1			221895			rs849141-?	rs849141	0	849141	intron	1	0.23	3E-11	10.52287874528034		    .08	[0.06-0.10] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	15q25.2	15	84582124	ADAMTSL3	ADAMTSL3			57188			rs4842838-?	rs4842838	0	4842838	missense	1	0.32	3E-8	7.522878745280337		    .06	[0.04-0.07] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	20q11.22	20	33975181	UQCC	UQCC			55245			rs6088813-?	rs6088813	0	6088813	intron	1	0.11	1E-13	13		    .09	[0.07-0.11] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	9p13.3	9	34071541	WDR40A	RNU7-36P - DCAF12	100147823	25853		       53.22	       14.84	rs7871764-?	rs7871764	0	7871764	Intergenic	2	0.44	2E-6	5.698970004336018		    .06	[0.03-0.09] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	1p36.11	1	26521140	CATSPER4	CATSPER4			378807			rs11809207-?	rs11809207	0	11809207	intron	1	0.23	6E-8	7.221848749616355		    .07	[0.04-0.10] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	6p21.33	6	31354560	HLA-B	HLA-S - MICA	267015	4276		        4.30	       16.81	rs13437082-?	rs13437082	0	13437082	Intergenic	2	0.13	5E-8	7.30102999566398		    .07	[0.04-0.10] s.d. decrease	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	7p22.2	7	2869985	GNA12	GNA12			2768			rs1182188-?	rs1182188	0	1182188	intron	1	0.27	3E-9	8.522878745280337		    .07	[0.04-0.10] s.d. increase	Illumina [229,216]	N
04/22/2009	19343178	Soranzo N	04/03/2009	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/19343178?ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Meta-analysis of genome-wide scans for human adult stature identifies novel Loci and associations with measures of skeletal frame size.	Height	12,611 individuals	7,187 individuals	7q21.2	7	92264410	CDK6	CDK6			1021			rs2282978-?	rs2282978	0	2282978	intron	1	0.08	1E-8	8		    .06	[0.04-0.08] s.d. decrease	Illumina [229,216]	N
